"id"	"name"	"description"	"additionalTypeId"	"additionalTypeName"	"startDate"	"endDate"	"addressLocality"	"addressRegion"	"postalCode"	"streetAddress"	"latitude"	"longitude"	"citation"	"sameAs"
"http://www.cinemacontext.nl/id/B001563"	"Bioscoop"				1911-01-01	1912-12-31	"Helden-Panningen (L)"			"--"	51.3288	5.97931		"http://www.cinemacontext.nl/id/B001563"
"http://www.cinemacontext.nl/id/B000879"	"Américain"				1911-01-08	1923-04-13	"Rotterdam"			"Hoogstraat 161"	51.9224	4.49223		"http://www.cinemacontext.nl/id/B000879"
"http://www.cinemacontext.nl/id/B000020"	"Odeon (Singel)"				1911-01-23	1916-12-31	"Amsterdam"			"Singel 460"	52.3676	4.88893		"http://www.cinemacontext.nl/id/B000020"
"http://www.cinemacontext.nl/id/B000945"	"Scala (Hoogstraat)"				1911-02-01	1924-01-31	"Rotterdam"			"Hoogstraat 375"	51.9204	4.48279		"http://www.cinemacontext.nl/id/B000945"
"http://www.cinemacontext.nl/id/B001402"	"Palace (Steenstraat)"				1911-02-11	1925-12-31	"Arnhem"			"Steenstraat 42-44"	51.9839	5.91667		"http://www.cinemacontext.nl/id/B001402"
"http://www.cinemacontext.nl/id/B001479"	"Apollo"	"Gesloten na een kleine brand."			1911-02-20	1912-05-17	"Arnhem"			"Kortestraat 5"	51.9811	5.90529		"http://www.cinemacontext.nl/id/B001479"
"http://www.cinemacontext.nl/id/B000047"	"Apollo"				1911-02-25	1964-11-08	"Amsterdam"			"Haarlemmerdijk 82"	52.3828	4.8872		"http://www.cinemacontext.nl/id/B000047"
"http://www.cinemacontext.nl/id/B000583"	"Casino"	"Dit is de eerste bioscoop van Den Helder, ook al noemt een andere zich de ""Eerste Heldersche Bioscoop""."			1911-03-01	1911-12-01	"Den Helder"			"Kanaalweg 122"	52.9629	4.75878		"http://www.cinemacontext.nl/id/B000583"
"http://www.cinemacontext.nl/id/B001242"	"Union"				1911-03-04	1930-01-31	"Amsterdam"			"Heiligeweg 34-36"	52.3675	4.8905		"http://www.cinemacontext.nl/id/B001242"
"http://www.cinemacontext.nl/id/B000153"	"Olympia"				1911-03-05	1978-07-06	"Den Haag"			"Prins Hendrikplein 2"	52.0822	4.29537		"http://www.cinemacontext.nl/id/B000153"
"http://www.cinemacontext.nl/id/B001025"	"Apollo"	"Op 15.4.1911 vergunning verleend aan Adolf Röhr en Johann Landau. Idem aan J.B. Devenijns in sept. 1911. Begin jaren 20 ook in gebruik als variététheater."			1911-04-01	1923-06-30	"Tilburg"			"Heuvel  78"	51.5574	5.09105		"http://www.cinemacontext.nl/id/B001025"
